antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b1061,b1061,14.65107925,-2.7339997800000013,0.15030867903319847,4.6640733321009616e-05,0.014870082466208457,4.996894825107946,BH_from_pvalue,TI83333S001025,CDS,"DNA damage-inducible protein I, inhibits UmuD processing",damage-inducible protein I; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,1120465-1120710
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b1183,b1183,11.413236875833334,-3.1961331616666673,0.10911087742378439,0.00030096689767646496,0.02772166837946048,4.97695666952165,BH_from_pvalue,TI83333S001145,CDS,SOS mutagenesis; error-prone repair; processed to UmuD'; forms complex with UmuC,"component of DNA polymerase V, signal peptidase with UmuC; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: DNA repair [goid 0006281]; go_process: transcription [goid 0006350]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,1229990-1230409
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b3510,b3510,14.945285491666667,-2.701016749999999,0.15378463261083775,9.532378098608241e-05,0.018235679118229292,4.697278965321699,BH_from_pvalue,TI83333S003386,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3654431-3654763
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b1141,b1141,10.446793106666666,-2.8890518333333333,0.1349922198741126,0.00037190520732667033,0.02829041543374497,4.47329424691637,BH_from_pvalue,TI83333S001105,CDS,e14 prophage; putative exisionase,excisionase-like protein from lambdoid prophage e14,"Escherichia coli K12, complete genome.",NC_000913,1200010-1200255
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b0231,b0231,11.479376581666665,-2.46177183,0.18152349163688253,0.00013100132004878923,0.02103194493860646,4.128688159669162,BH_from_pvalue,TI83333S000226,CDS,DNA polymerase IV,"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by polIV. Exhibits; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,250898-251953
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b1144,b1144,10.612313725833333,-2.9528222016666685,0.1291552146217894,0.0012041627225245117,0.04353233196554807,4.01934634688146,BH_from_pvalue,TI83333S001108,CDS,e14 prophage,hypothetical protein in lambdoid prophage e14 region,"Escherichia coli K12, complete genome.",NC_000913,1200999-1201283
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b3512,b3512,10.259766064666666,-3.005182004,0.12455181895790546,0.0016881899398296831,0.052594564522487994,3.843805498917557,BH_from_pvalue,TI83333S003388,CDS,putative regulator,,"Escherichia coli K12, complete genome.",NC_000913,3656389-3656916
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b3517,b3517,12.188155866666667,-2.437334513333333,0.1846244446732328,0.0005266838019178777,0.03149263067089551,3.6603671822776382,BH_from_pvalue,TI83333S003393,CDS,"glutamate decarboxylase A, isozyme, PLP-dependent",glutamate decarboxylase isozyme; go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063]; go_process: amino acid metabolism [goid 0006520],"Escherichia coli K12, complete genome.",NC_000913,3664203-3665603
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b1493,b1493,12.253338516666666,-2.386575126666667,0.19123584535244675,0.0004148059077138277,0.029788688660737084,3.6417910081943026,BH_from_pvalue,TI83333S001450,CDS,glutamate decarboxylase isozyme,"glutamate decarboxylase, PLP-dependent, isozyme beta; go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063]; go_process: amino acid metabolism [goid 0006520]","Escherichia coli K12, complete genome.",NC_000913,1568669-1570069
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b4044,b4044,11.289274459,-2.241492255333334,0.21146748299266777,0.00029725540441345987,0.02772166837946048,3.4904083358169635,BH_from_pvalue,TI83333S003886,CDS,DNA-damage-inducible protein F,"DNA-damage-inducible protein F, induced by UV and mitomycin C; SOS, lexA regulon; go_component: inner membrane [goid 0019866]; go_process: DNA repair [goid 0006281]; go_process: response to radiation [goid 0009314]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,4255765-4257144
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b1148,b1148,11.30332136,-2.4896482466666665,0.1780496806667815,0.0008937078765728946,0.04042162334691441,3.469041631871976,BH_from_pvalue,TI83333S001112,CDS,e14 prophage,hypothetical protein in lambdoid prophage e14 region,"Escherichia coli K12, complete genome.",NC_000913,1203045-1203383
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1995,b1995,14.160631913333333,1.925456426666667,3.79857005058448,7.612232327896072e-05,0.017918349096275363,3.363198603831357,BH_from_pvalue,TI83333S001931,CDS,CP4-44 prophage; putative hemine receptor,,"Escherichia coli K12, complete genome.",NC_000913,2066632-2067051
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b1151,b1151,10.340235855166666,-2.1645313296666657,0.22305457904396325,0.0004688293849474023,0.030438187834084175,3.282687537095907,BH_from_pvalue,TI83333S001115,CDS,e14 prophage,hypothetical protein in lambdoid prophage e14 region,"Escherichia coli K12, complete genome.",NC_000913,1204954-1205427
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b2698,b2698,11.522874786666668,-1.728757906666667,0.30171160479400283,3.417790117128948e-05,0.013750553324596258,3.218393717839532,BH_from_pvalue,TI83333S002603,CDS,RecA regulator RecX,binds RecA and inhibits RecA-mediated DNA strand exchange and ATP hydrolysis and coprotease activities,"Escherichia coli K12, complete genome.",NC_000913,2820161-2820661
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1147,b1147,10.440545710333334,-1.7330649660000006,0.30081221032031635,4.913409358671664e-05,0.014870082466208457,3.167499655095538,BH_from_pvalue,TI83333S001111,CDS,e14 prophage; putative negative regulator,hypothetical protein in lambdoid prophage e14 region,"Escherichia coli K12, complete genome.",NC_000913,1202479-1203048
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,downregulated,b0233,b0233,9.862827580333333,-2.223513266000001,0.2141192981567771,0.0007748617247647562,0.03773665664170427,3.164585415614551,BH_from_pvalue,TI83333S000228,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,252301-252699
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b3645,b3645,12.042141356666667,-1.9593270599999997,0.25714837464417895,0.00033371093632548516,0.028278664744221613,3.034098482344003,BH_from_pvalue,TI83333S003522,CDS,DNA-damage-inducible protein,"EcoGene suggests alternate start codon; DNA-damage-inducible protein, part of SOS response; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281]","Escherichia coli K12, complete genome.",NC_000913,3815771-3816607
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b3444,b3444,13.846867805,1.9317928366666681,3.8152903074614017,0.0004784540198868821,0.030438187834084175,2.929720712406319,BH_from_pvalue,TI83333S003320,CDS,IS1 protein InsA,,"Escherichia coli K12, complete genome.",NC_000913,3581506-3581781
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1728,b1728,8.904883236166667,-1.8556526670000002,0.27630763505453126,0.00039368217304511726,0.028759161503313136,2.8599760183808005,BH_from_pvalue,TI83333S001681,CDS,"LexA regulated gene, possible SOS response",go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,1808223-1808825
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b0060,b0060,11.933201066666667,-1.8597038666666634,0.27553283013172664,0.0005277264049170596,0.03149263067089551,2.792886641149582,BH_from_pvalue,TI83333S000061,CDS,DNA polymerase II,"has polymerase, DNA-binding and 3'-5' exonuclease activities; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: DNA repair [goid 0006281]; go_process: response to radiation [goid 0009314]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,63429-65780
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b3508,b3508,9.516729223666667,-1.7936777259999985,0.2884358258198356,0.0003420669054343556,0.02829041543374497,2.777260054652705,BH_from_pvalue,TI83333S003384,CDS,putative Mg(2+) transport ATPase,putative transport ATPase,"Escherichia coli K12, complete genome.",NC_000913,3653278-3653925
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b4069,b4069,13.855539415,-1.4854400633333338,0.3571395805117707,2.434212778333984e-05,0.013674945981505225,2.7689707658761136,BH_from_pvalue,TI83333S003911,CDS,acetyl-coenzyme A synthetase,forms acetyl-CoA from acetate and coenzymeA; go_process: carbohydrate catabolism [goid 0016052]; go_process: acetate catabolism [goid 0045733],"Escherichia coli K12, complete genome.",NC_000913,4283436-4285394
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1848,b1848,15.088583615,-1.7199392366666668,0.30356150621275363,0.00020876833946745308,0.024570873731211074,2.768378764407514,BH_from_pvalue,TI83333S001801,CDS,"DNA damage-inducible gene in SOS regulon, dependent on cyclic AMP and H-NS",go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,1928481-1928771
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b4058,b4058,12.892504365,-1.554234683333334,0.34050911350625607,6.682687385985847e-05,0.017592183680125852,2.727184901391314,BH_from_pvalue,TI83333S003900,CDS,excinuclease ABC subunit A,The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 uvrA and 2 uvrB subunits scans DNA for abnormalities. When the presence of a lesion ha; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281]; go_process: response to radiation [goid 0009314]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,4269072-4271894
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1149,b1149,11.407591625,-1.7493789700000004,0.29742978436741546,0.0004813213558847391,0.030438187834084175,2.653075270276193,BH_from_pvalue,TI83333S001113,CDS,e14 prophage; putative terminase,hypothetical protein in lambdoid prophage e14 region,"Escherichia coli K12, complete genome.",NC_000913,1203393-1204760
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1894,b1894,13.865007743333335,1.9365063933333353,3.827775965523944,0.0009855811517316402,0.04265895784947207,2.6529939261202795,BH_from_pvalue,TI83333S001847,CDS,IS1 protein InsA,,"Escherichia coli K12, complete genome.",NC_000913,1976964-1977239
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b3073,b3073,11.963819335000002,-1.5238038500000002,0.347767772504673,0.00010060173193136234,0.018235679118229292,2.650013840855013,BH_from_pvalue,TI83333S002967,CDS,probable ornithine aminotransferase,"EcoGene suggests alternate start codon; putative acetylornithine aminotransferase, PLP-dependent; go_process: arginine biosynthesis [goid 0006526]; go_process: pyridoxine biosynthesis [goid 0008615]","Escherichia coli K12, complete genome.",NC_000913,3217405-3218895
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b0022,b0022,13.826252696666666,1.9336802866666662,3.8202850444757894,0.0012768119258330234,0.04399207739580228,2.6232800423301783,BH_from_pvalue,TI83333S000023,CDS,IS1 protein InsA,,"Escherichia coli K12, complete genome.",NC_000913,20233-20508
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1741,b1741,12.261378989999999,-1.4005648066666652,0.37878082212093717,2.7285128129838835e-05,0.013674945981505225,2.6107569743826633,BH_from_pvalue,TI83333S001694,CDS,endonuclease in nucleotide excision repair,putative excinuclease subunit,"Escherichia coli K12, complete genome.",NC_000913,1821539-1822426
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b4036,b4036,13.638515756666665,-1.884009113333331,0.2709297802745259,0.001291948397181405,0.044145043216593655,2.5530547627832023,BH_from_pvalue,TI83333S003878,CDS,maltoporin precursor,porin involved in the transport of maltose and maltodextrins; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,4245994-4247334
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b4068,b4068,10.998116793333333,-1.5056481133333328,0.35217194424831555,0.0001371424013460112,0.02103194493860646,2.525153412835804,BH_from_pvalue,TI83333S003910,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4282922-4283236
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b0275,b0275,13.979426353333333,1.8000362066666664,3.4822896455403023,0.0008374896733268921,0.03966033808217693,2.5230092072379158,BH_from_pvalue,TI83333S000269,CDS,CP4-6 prophage; IS1 protein InsA,IS1 protein InsA,"Escherichia coli K12, complete genome.",NC_000913,290295-290570
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b0232,b0232,10.557749429666668,-2.044820594000001,0.24235259005887808,0.0023157472665993263,0.061878779736120576,2.47108033555711,BH_from_pvalue,TI83333S000227,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,252005-252298
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1893,b1893,13.023839391666668,1.349888316666668,2.5489239271843633,0.0001076636221209154,0.018246830677052742,2.3472027569199794,BH_from_pvalue,TI83333S001846,CDS,IS1 protein InsB,,"Escherichia coli K12, complete genome.",NC_000913,1976542-1977045
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b3832,b3832,12.484685031666666,-1.4718171699999996,0.360527903986054,0.0003089570669211612,0.02785215090521192,2.288883608901875,BH_from_pvalue,TI83333S003695,CDS,putative alpha helix chain,,"Escherichia coli K12, complete genome.",NC_000913,4015356-4016783
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b4043,b4043,15.106561968333333,-1.6562548566666653,0.3172616712712659,0.001251759178932657,0.04383226149700552,2.2495354852988307,BH_from_pvalue,TI83333S003885,CDS,LexA repressor,Represses a number of genes involved in the response to DNA damage; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: DNA repair [goid 0006281]; go_process: transcription [goid 0006350]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,4255138-4255746
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b0265,b0265,13.923185343333332,1.7751903200000019,3.422831612112076,0.0018836191334025813,0.055655905018376445,2.226956286988461,BH_from_pvalue,TI83333S000259,CDS,CP4-6 prophage; IS1 protein InsA 2,IS1 protein InsA,"Escherichia coli K12, complete genome.",NC_000913,278824-279099
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b0707,b0707,12.548297121666666,-1.256468103333333,0.4185674114507615,9.717992526323071e-05,0.018235679118229292,2.1850961095984753,BH_from_pvalue,TI83333S000685,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,738224-738733
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b2699,b2699,16.232887698333332,-1.9185227100000013,0.2645252399018481,0.003889828494155246,0.07320869525899311,2.178362309462027,BH_from_pvalue,TI83333S002604,CDS,recombinase A,"catalyzes the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs; go_component: cytoplasm [goid 0005737]; go_function: peptidase activity [goid 0008233]; go_process: DNA recombination [goid 0006310]; go_process: DNA repair [goid 0006281]; go_process: proteolysis and peptidolysis [goid 0006508]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,2820730-2821791
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b3445,b3445,12.999353184999999,1.3333385366666661,2.51985118805973,0.00021459978572347331,0.024574575462442065,2.1460270096059157,BH_from_pvalue,TI83333S003321,CDS,IS1 protein InsB,,"Escherichia coli K12, complete genome.",NC_000913,3581700-3582203
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1005,b1005,12.64432921,-1.531882340000001,0.3458258601718294,0.0008854041209669702,0.04042162334691441,2.134503787715585,BH_from_pvalue,TI83333S000974,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1067141-1067371
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1140,b1140,10.331909965833335,-1.3992978483333331,0.37911360922307974,0.00045511160312174733,0.030438187834084175,2.122148820140356,BH_from_pvalue,TI83333S001104,CDS,e14 prophage; integrase,prophage e14 integrase,"Escherichia coli K12, complete genome.",NC_000913,1198902-1200029
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b2659,b2659,10.4983869095,-1.2957102943333343,0.407335569835343,0.00033256964520533383,0.028278664744221613,2.0064606455209533,BH_from_pvalue,TI83333S002569,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2786902-2787984
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b4347,b4347,10.4149610985,-1.428729582999999,0.371457849246848,0.0008518033432801748,0.03966033808217693,2.0025696589944815,BH_from_pvalue,TI83333S004184,CDS,"LexA regulated, possible SOS response",go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,4577522-4577920
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b1492,b1492,11.20423709,-1.7287029333333344,0.30172310161637894,0.004803000681802849,0.07793717414055039,1.9158442657523813,BH_from_pvalue,TI83333S001449,CDS,"acid sensitivity protein, putative transporter",putative glutamate:gamma-aminobutyric acid antiporter (APC family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,1566978-1568513
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b4037,b4037,11.996117336666666,-1.4955708000000012,0.3546404983396115,0.0016756598063357598,0.052594564522487994,1.9129234959509411,BH_from_pvalue,TI83333S003879,CDS,periplasmic protein of mal regulon,go_component: periplasmic space [goid 0042597]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4247577-4248497
beta_lactam,amoxicillin,amoxicillin_resistant_512_vs_WT_control,not_regulated,b3708,b3708,9.321014681166666,-1.2255923010000007,0.42762191586426657,0.0004917705124656375,0.030641642078189795,1.8551643156275832,BH_from_pvalue,TI83333S003584,CDS,"tryptophan deaminase, PLP-dependent",EcoGene suggests alternate start codon; tryptophanase; go_process: amino acid catabolism [goid 0009063],"Escherichia coli K12, complete genome.",NC_000913,3886738-3888168
