antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,upregulated,b4149,b4149,13.416846028333334,3.620468109999999,12.298991445967546,0.00016589062897964295,0.020976328628920723,6.076124903617757,BH_from_pvalue,TI83333S003992,CDS,outer membrane lipoprotein (lipocalin),go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,4375212-4375745
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0572,b0572,10.9349805775,4.555729685000001,23.518590336249424,0.0051578530694851256,0.05202483614067703,5.848596927551858,BH_from_pvalue,TI83333S000560,CDS,outer membrane transport protein involved in copper (silver) tolerance,putative outer membrane protein involved in copper transport; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,594823-596196
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,upregulated,b4157,b4157,12.677939776666667,3.2667464466666676,9.624732514739078,0.00024337978561637735,0.020976328628920723,5.482484263173404,BH_from_pvalue,TI83333S004000,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4383416-4383730
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b1141,b1141,9.708662655,-2.999503843333331,0.12504299609228778,0.0003025528514815012,0.02317464662201987,4.904149428742194,BH_from_pvalue,TI83333S001105,CDS,e14 prophage; putative exisionase,excisionase-like protein from lambdoid prophage e14,"Escherichia coli K12, complete genome.",NC_000913,1200010-1200255
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b1061,b1061,14.301967650000002,-2.821481013333333,0.14146518856204418,9.626380444931006e-05,0.019205739608415477,4.843266738876563,BH_from_pvalue,TI83333S001025,CDS,"DNA damage-inducible protein I, inhibits UmuD processing",damage-inducible protein I; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,1120465-1120710
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b1183,b1183,10.969775697666668,-2.895649237999999,0.1343763135072576,0.0011019498175068412,0.0324283963529088,4.3118375208817765,BH_from_pvalue,TI83333S001145,CDS,SOS mutagenesis; error-prone repair; processed to UmuD'; forms complex with UmuC,"component of DNA polymerase V, signal peptidase with UmuC; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: DNA repair [goid 0006281]; go_process: transcription [goid 0006350]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,1229990-1230409
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b2616,b2616,13.551309756666667,-2.9585273999999995,0.12864547344383814,0.002786477764705036,0.04296924388629368,4.043840361610554,BH_from_pvalue,TI83333S002529,CDS,protein used in recombination and DNA repair,go_component: cytoplasm [goid 0005737]; go_process: DNA recombination [goid 0006310]; go_process: DNA repair [goid 0006281]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,2749817-2751478
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b0958,b0958,14.159102486666667,-2.780906393333334,0.1455002570158594,0.0016344556020835201,0.03524639459532896,4.040338022361993,BH_from_pvalue,TI83333S000928,CDS,suppressor of lon; inhibitor of cell division and FtsZ ring formation upon DNA damage/inhibition,suppressor of lon; inhibits cell division and ftsZ ring formation; go_component: periplasmic space [goid 0042597]; go_process: DNA repair [goid 0006281]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,1019633-1020142
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b1144,b1144,10.096356728,-2.784007903999999,0.14518779605754958,0.0017100072761152517,0.03569113708817892,4.029683330349713,BH_from_pvalue,TI83333S001108,CDS,e14 prophage,hypothetical protein in lambdoid prophage e14 region,"Escherichia coli K12, complete genome.",NC_000913,1200999-1201283
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b1148,b1148,10.976838604333333,-2.4419649380000017,0.1840328302898183,0.00042362779380567927,0.02561477814571812,3.886410156411777,BH_from_pvalue,TI83333S001112,CDS,e14 prophage,hypothetical protein in lambdoid prophage e14 region,"Escherichia coli K12, complete genome.",NC_000913,1203045-1203383
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b3510,b3510,14.625118763333333,-2.4256699466666696,0.18612323246804358,0.0015821701593181112,0.03524639459532896,3.5242202106165577,BH_from_pvalue,TI83333S003386,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3654431-3654763
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b4043,b4043,15.041254256666667,-1.5763420466666673,0.3353310435997977,1.666800105523202e-05,0.006664213911587882,3.43051606756564,BH_from_pvalue,TI83333S003885,CDS,LexA repressor,Represses a number of genes involved in the response to DNA damage; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: DNA repair [goid 0006281]; go_process: transcription [goid 0006350]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,4255138-4255746
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b1848,b1848,14.789574056666666,-1.9155341933333325,0.2650737670847301,6.253582297337556e-05,0.017856360171540776,3.348750405669874,BH_from_pvalue,TI83333S001801,CDS,"DNA damage-inducible gene in SOS regulon, dependent on cyclic AMP and H-NS",go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,1928481-1928771
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b4044,b4044,11.116885718166666,-2.4543785436666674,0.18245612103202943,0.0029390856231596833,0.044130739776467885,3.3263181009039857,BH_from_pvalue,TI83333S003886,CDS,DNA-damage-inducible protein F,"DNA-damage-inducible protein F, induced by UV and mitomycin C; SOS, lexA regulon; go_component: inner membrane [goid 0019866]; go_process: DNA repair [goid 0006281]; go_process: response to radiation [goid 0009314]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,4255765-4257144
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b1893,b1893,13.059499016666665,1.3637702466666664,2.5735686137647273,5.280960686275136e-06,0.004154377675453049,3.2478106928082133,BH_from_pvalue,TI83333S001846,CDS,IS1 protein InsB,,"Escherichia coli K12, complete genome.",NC_000913,1976542-1977045
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b3366,b3366,10.568866273833331,3.9568897723333354,15.528964996000717,0.07997175384453009,0.15225070962914083,3.2345226443247554,BH_from_pvalue,TI83333S003245,CDS,nitrite reductase small subunit,"involved in reducing nitrite to ammonium to detoxify nitrite accumulation in anaerobic nitrate-respiring cells and regenerate NAD+; bounds to NirB, the cytoplasmic subunit, whose expression is induced at high nitrate concentrations; go_component: cytoplasm [goid 0005737]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,3494573-3494899
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0265,b0265,13.908453423333334,1.8364010466666674,3.5711804802653107,5.666092690038867e-05,0.017856360171540776,3.210409279771833,BH_from_pvalue,TI83333S000259,CDS,CP4-6 prophage; IS1 protein InsA 2,IS1 protein InsA,"Escherichia coli K12, complete genome.",NC_000913,278824-279099
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b0231,b0231,11.334790338333335,-2.2634276166666663,0.20827655919979546,0.0022672029191054613,0.0393694211813518,3.1797558491207822,BH_from_pvalue,TI83333S000226,CDS,DNA polymerase IV,"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by polIV. Exhibits; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,250898-251953
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0275,b0275,13.950990235,1.8527960366666676,3.6119953528522,0.00024707571657784684,0.020976328628920723,3.109492970983418,BH_from_pvalue,TI83333S000269,CDS,CP4-6 prophage; IS1 protein InsA,IS1 protein InsA,"Escherichia coli K12, complete genome.",NC_000913,290295-290570
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b3444,b3444,13.818817308333335,1.9482605566666642,3.8590896428873536,0.00041151491263379447,0.02561477814571812,3.1006749920689405,BH_from_pvalue,TI83333S003320,CDS,IS1 protein InsA,,"Escherichia coli K12, complete genome.",NC_000913,3581506-3581781
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b1970,b1970,8.232817420833333,-2.2095678209999994,0.21619906350900514,0.0024767045302193165,0.04051659109860712,3.0765295426000563,BH_from_pvalue,TI83333S001913,CDS,transthyretin-like protein,,"Escherichia coli K12, complete genome.",NC_000913,2036980-2037393
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b1184,b1184,11.106056771666665,-1.8146694033333333,0.2842693767841115,0.0001731271825114892,0.020976328628920723,3.0455061661699996,BH_from_pvalue,TI83333S001146,CDS,DNA polymerase IV,"Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by polIV. Exhibits; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: DNA repair [goid 0006281]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,1230409-1231677
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b3517,b3517,11.916397093333336,-2.142131879999999,0.22654477465266246,0.001980204171141641,0.03817453636217977,3.0380276178457795,BH_from_pvalue,TI83333S003393,CDS,"glutamate decarboxylase A, isozyme, PLP-dependent",glutamate decarboxylase isozyme; go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063]; go_process: amino acid metabolism [goid 0006520],"Escherichia coli K12, complete genome.",NC_000913,3664203-3665603
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0022,b0022,13.803505943333333,1.9394535733333331,3.835603451602461,0.000550845992657804,0.027138772917338554,3.0379790701560023,BH_from_pvalue,TI83333S000023,CDS,IS1 protein InsA,,"Escherichia coli K12, complete genome.",NC_000913,20233-20508
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,downregulated,b1493,b1493,11.997552936666667,-2.0925379799999977,0.23446784991946365,0.0020224849045364533,0.03842721318619262,2.9616968786061024,BH_from_pvalue,TI83333S001450,CDS,glutamate decarboxylase isozyme,"glutamate decarboxylase, PLP-dependent, isozyme beta; go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063]; go_process: amino acid metabolism [goid 0006520]","Escherichia coli K12, complete genome.",NC_000913,1568669-1570069
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b1894,b1894,13.826750838333334,1.9520793300000019,3.8693180762147694,0.0008192076313754137,0.03051430578815489,2.958369403965002,BH_from_pvalue,TI83333S001847,CDS,IS1 protein InsA,,"Escherichia coli K12, complete genome.",NC_000913,1976964-1977239
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b4069,b4069,13.643977961666666,-1.3370696299999967,0.3958238284974064,1.730147581483755e-05,0.006664213911587882,2.9097992144968554,BH_from_pvalue,TI83333S003911,CDS,acetyl-coenzyme A synthetase,forms acetyl-CoA from acetate and coenzymeA; go_process: carbohydrate catabolism [goid 0016052]; go_process: acetate catabolism [goid 0045733],"Escherichia coli K12, complete genome.",NC_000913,4283436-4285394
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b4058,b4058,12.804711681666666,-1.7859006100000006,0.28999489123675043,0.0007213016306343137,0.030258960485124626,2.7130437605574493,BH_from_pvalue,TI83333S003900,CDS,excinuclease ABC subunit A,The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 uvrA and 2 uvrB subunits scans DNA for abnormalities. When the presence of a lesion ha; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281]; go_process: response to radiation [goid 0009314]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,4269072-4271894
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0233,b0233,9.462756681333333,-1.9889373173333311,0.2519243855545687,0.0029946880415321004,0.04421077781174742,2.693959596546383,BH_from_pvalue,TI83333S000228,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,252301-252699
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0707,b0707,12.314053226666665,-1.666065066666663,0.3151116357957874,0.0005022634831974216,0.026146311591796097,2.636697193341392,BH_from_pvalue,TI83333S000685,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,738224-738733
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0060,b0060,11.783988338333332,-1.8838399966666692,0.27096154126742106,0.0023894204978170456,0.04023295504859082,2.628744368562847,BH_from_pvalue,TI83333S000061,CDS,DNA polymerase II,"has polymerase, DNA-binding and 3'-5' exonuclease activities; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: DNA repair [goid 0006281]; go_process: response to radiation [goid 0009314]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,63429-65780
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0895,b0895,9.988078648,2.146257957333333,4.426780860645207,0.013902767312813749,0.07350817736057774,2.433136122416904,BH_from_pvalue,TI83333S000865,CDS,"anaerobic dimethyl sulfoxide (DMSO) reductase, subunit B",anaerobic dimethyl sulfoxide reductase subunit B; go_component: inner membrane [goid 0019866]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,942637-943254
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b3365,b3365,13.84111178,3.1877557266666656,9.11192408011581,0.10034443601143335,0.17339289371143685,2.425782348789065,BH_from_pvalue,TI83333S003244,CDS,nitrite reductase (NAD(P)H) subunit,"nitrite reductase, large subunit, nucleotide-binding; go_component: cytoplasm [goid 0005737]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,3492033-3494576
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b2053,b2053,8.842037134166668,1.8458124010000008,3.5945530629540143,0.004498180471968303,0.05032003886111162,2.396342621282501,BH_from_pvalue,TI83333S001989,CDS,GDP-D-mannose dehydratase,"GDP-D-mannose dehydratase, NAD(P)-binding, colanic acid synthesis; go_component: capsule (sensu Bacteria) [goid 0030113]; go_component: cytoplasm [goid 0005737]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: colanic acid biosynthesis [goid 0009242]; go_process: nicotinamide adenine dinucleotide biosynthesis [goid 0009435]; go_process: response to dessication [goid 0009269]","Escherichia coli K12, complete genome.",NC_000913,2125217-2126338
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b2168,b2168,12.493952295000001,2.405393976666666,5.297802188094758,0.035560270669699946,0.10298547522919861,2.3746627175870954,BH_from_pvalue,TI83333S002097,CDS,1-phosphofructokinase,"converts fructose-1-phosphate and ATP to fructose-1,6-bisphosphate and ADP; highly specific for fructose-1-phopshate; similar to PfkB; forms homodimers; go_process: glycolysis [goid 0006096]","Escherichia coli K12, complete genome.",NC_000913,2259449-2260387
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b1728,b1728,8.756594396166667,-1.6355979130000016,0.32183699705850827,0.0016622063079708817,0.03539079460740013,2.3734319744632963,BH_from_pvalue,TI83333S001681,CDS,"LexA regulated gene, possible SOS response",go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,1808223-1808825
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b3508,b3508,9.396082612166667,-1.5188665689999983,0.3489599639104581,0.0006587911372866351,0.02860730182678801,2.344405637945992,BH_from_pvalue,TI83333S003384,CDS,putative Mg(2+) transport ATPase,putative transport ATPase,"Escherichia coli K12, complete genome.",NC_000913,3653278-3653925
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b1151,b1151,10.234856313666667,-1.5500688793333328,0.3414937596867083,0.001001484947539422,0.032195504036385936,2.3130201777798285,BH_from_pvalue,TI83333S001115,CDS,e14 prophage,hypothetical protein in lambdoid prophage e14 region,"Escherichia coli K12, complete genome.",NC_000913,1204954-1205427
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b4068,b4068,10.639214101,-1.4324630779999978,0.3704978105271145,0.00043670558412875314,0.02561477814571812,2.2797784556168197,BH_from_pvalue,TI83333S003910,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4282922-4283236
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0894,b0894,12.617495749999998,2.7490382333333336,6.722688175664567,0.07531233713672215,0.14816711584141767,2.279634932030701,BH_from_pvalue,TI83333S000864,CDS,"anaerobic dimethyl sulfoxide (DMSO) reductase, subunit A",EcoGene suggests alternate start codon; anaerobic dimethyl sulfoxide reductase subunit A; go_component: inner membrane [goid 0019866]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,940269-942626
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b0021,b0021,13.060373476666667,1.331019893333334,2.515804633882866,0.00021023428212383328,0.020976328628920723,2.2338114507224103,BH_from_pvalue,TI83333S000022,CDS,IS1 protein InsB,,"Escherichia coli K12, complete genome.",NC_000913,19811-20314
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b3073,b3073,11.902822528333333,-1.6678017433333352,0.3147325412807029,0.003594534045425437,0.04759387734521118,2.20558260249782,BH_from_pvalue,TI83333S002967,CDS,probable ornithine aminotransferase,"EcoGene suggests alternate start codon; putative acetylornithine aminotransferase, PLP-dependent; go_process: arginine biosynthesis [goid 0006526]; go_process: pyridoxine biosynthesis [goid 0008615]","Escherichia coli K12, complete genome.",NC_000913,3217405-3218895
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b2699,b2699,15.92446642,-1.6144990599999982,0.32657832329434594,0.002829078835841731,0.04343046024442541,2.19927960950898,BH_from_pvalue,TI83333S002604,CDS,recombinase A,"catalyzes the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs; go_component: cytoplasm [goid 0005737]; go_function: peptidase activity [goid 0008233]; go_process: DNA recombination [goid 0006310]; go_process: DNA repair [goid 0006281]; go_process: proteolysis and peptidolysis [goid 0006508]; go_process: SOS response [goid 0009432]","Escherichia coli K12, complete genome.",NC_000913,2820730-2821791
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b1741,b1741,12.129093263333333,-1.5120260800000018,0.35061847437551286,0.0016212715167376506,0.03524639459532896,2.196800466377545,BH_from_pvalue,TI83333S001694,CDS,endonuclease in nucleotide excision repair,putative excinuclease subunit,"Escherichia coli K12, complete genome.",NC_000913,1821539-1822426
beta_lactam,amoxicillin,amoxicillin_resistant_512_plus_amoxicillin_vs_WT_plus_amoxicillin,not_regulated,b3445,b3445,13.048942993333332,1.356193320000001,2.5600878544630157,0.0003652888502845183,0.02418326341649225,2.1922662857436674,BH_from_pvalue,TI83333S003321,CDS,IS1 protein InsB,,"Escherichia coli K12, complete genome.",NC_000913,3581700-3582203
